id_code,type
0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B.Spot_9058,0
0fe8a42b-b943-43d6-88c4-78abdcbfe02d___NREC_B.Spot_9236,0
1024fbd6-ded7-4532-becb-aeb624ea832b___JR_B.Spot_8884,0
1044c742-39a0-4b1a-984f-3cb2bdeda94b___NREC_B.Spot_9219,0
1092e87d-5d66-43cd-8344-43b393d86065___NREC_B.Spot_9244,0
10af9ff3-16c3-4cb0-8af0-71d3b8442206___NREC_B.Spot_9090,0
11092e1c-9fdc-4405-85b9-a8d7548f12bb___JR_B.Spot_9051,0
113d374f-8b12-454c-84cc-ee91043bc988___NREC_B.Spot_9146,0
1181b18f-8d1d-4ba1-9fba-dfe397c585ac___NREC_B.Spot_1846,0
11a23270-53e7-41b6-8c79-91caeaf9cfa6___JR_B.Spot_9050,0
11b85334-0029-430e-873d-9402bd9e5e9f___JR_B.Spot_9031,0
11e6ce0a-8511-485a-b22c-21b978d28e5e___JR_B.Spot_3383,0
121268d0-b5e9-452b-aa45-df90ddcc5ee5___JR_B.Spot_8876,0
1219f26f-a23a-4c2a-99f0-407fc785c74a___JR_B.Spot_3332,0
12342367-f62b-40d0-897b-77bd1edbd3d1___JR_B.Spot_3199,0
12c953a0-bd3e-45d0-aaea-5139f5d63e01___JR_B.Spot_8863,0
12c9c98f-afc9-4c12-8a97-007e5a40712a___NREC_B.Spot_9053,0
12f47cff-1a75-47ec-99d2-01720786e478___NREC_B.Spot_1859,0
131dd897-98e3-45f0-9b4a-48471c4cbf4c___JR_B.Spot_8845,0
1360c0b1-4eb4-491b-8544-738d3c420828___NREC_B.Spot_1977,0
1385e1e7-c7a5-4edb-8273-2f6a54c583fa___NREC_B.Spot_9128,0
13955856-c347-4039-ba30-09ea39d66534___NREC_B.Spot_9114,0
139a5c07-332c-4a2d-8bf2-bf33ce9184c6___NREC_B.Spot_1892,0
141a46fa-9293-4810-9cf6-b329346f8fb2___JR_B.Spot_8995,0
144ae14f-dbf4-4dfa-9d47-98fb33009a48___JR_B.Spot_3364,0
146d24cd-0c7e-458b-9f82-7b27525b04e4___JR_B.Spot_3329,0
14a96020-2720-43c5-8638-e70b90ebd573___JR_B.Spot_9039,0
14c4fd88-6d2a-4701-94ce-ab9e4b277f57___JR_B.Spot_8875,0
14fa67ae-6059-40e9-9eca-2c5000c1d9cd___NREC_B.Spot_9225,0
15b7cf0f-46ea-4390-a902-375b5b68e3fd___JR_B.Spot_3320,0
15f3b9e4-9127-4404-904b-173dbe878fd6___JR_B.Spot_3226,0
162a3375-31e6-48f4-9b78-ab35054fb86c___JR_B.Spot_3397,0
162f0add-8d7d-477f-a724-cdfc2cc7de77___NREC_B.Spot_9154,0
168a11c9-159b-468c-a6d9-07d0b61c42c9___JR_B.Spot_3193,0
1694ae00-3c5f-488c-9402-e65c70c73cf2___JR_B.Spot_3179,0
16e558e3-0aa4-472b-b393-eae1fb4fd62e___NREC_B.Spot_1875,0
17000d8e-8095-4f00-b704-b94b1c531d8d___JR_B.Spot_3384,0
1732db7e-9901-46df-b20e-3ca49ff1dbad___NREC_B.Spot_1791,0
17557939-f9e2-435a-a4e7-f4d3cff8aa8b___JR_B.Spot_3107,0
176a9f0a-b815-4e4d-88d4-0960610f723b___NREC_B.Spot_1820,0
17737361-6967-452a-ac5d-efebaa1d8a35___NREC_B.Spot_9127,0
177e323a-7c1d-41f2-a6b3-8ea30795054f___JR_B.Spot_8941,0
178e960f-3250-4378-9783-765b65e54217___NREC_B.Spot_1881,0
179067a6-1012-4a23-8f09-e413300e9f32___NREC_B.Spot_9085,0
17c4557b-7a8f-4ded-b11c-6c5ba3532f37___JR_B.Spot_8824,0
184221a3-0f0e-4acc-b5be-7b853349cd0d___JR_B.Spot_3286,0
186f840e-086b-49fa-97a7-18628c6293f0___JR_B.Spot_3136,0
188f102a-6f64-4180-9d38-f98b61aaec60___JR_B.Spot_9014,0
18df58d7-c6ac-48e5-8cb0-596b70252a8e___NREC_B.Spot_9153,0
197e7e21-9ddb-4fbe-a87e-2885a14c29d5___JR_B.Spot_9035,0
197fdd19-46d1-46f7-8e79-aa9545f76ff0___JR_B.Spot_9000,0
19a868e4-5e24-43e8-b61b-a41022340f8e___NREC_B.Spot_1886,0
1a1af0c4-9e4a-4158-b982-f81d487a3b68___NREC_B.Spot_9148,0
1ade72cf-f7e0-4282-92d9-614bf05289a0___NREC_B.Spot_1975,0
1aeb4d06-0069-4fea-be9f-3200ac2e9373___NREC_B.Spot_1909,0
1b0cfb07-f452-49e0-85ad-45f3f519ca7a___JR_B.Spot_9094,0
1b589f92-a658-4e58-96de-db41acc411ce___JR_B.Spot_3239,0
1b73d0ec-bad1-4d2d-878e-6aa209aa39d2___JR_B.Spot_9086,0
1b8d3e98-43d9-441d-93ef-a359e6e9ddc2___NREC_B.Spot_9052,0
1c0c1501-f362-49d0-9e99-e72006441c8c___JR_B.Spot_8869,0
1cb295da-e568-4168-a29c-48ab980f3772___NREC_B.Spot_9250,0
1cce64aa-6f9f-4ce1-b319-dbc4a012b240___JR_B.Spot_8998,0
1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot_9186,0
1d26f9c5-2f4e-4b1e-a7d6-a4e9584a3ab7___JR_B.Spot_8918,0
1d2949cc-b0fa-4a29-8540-2983230c34e9___JR_B.Spot_9017,0
1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot_9096,0
1d46d97c-17ae-41e2-9ac3-6a984804760e___JR_B.Spot_8825,0
1d89d58f-09d2-42ee-a9dc-11e51d0a1635___JR_B.Spot_8826,0
1e1ee82b-592b-4158-a48b-347084647492___NREC_B.Spot_9046,0
1e6d8dc0-a694-47e0-af80-81ccabdfd591___JR_B.Spot_3308,0
1f3b1b11-4934-4c0b-b054-8f8a977b488c___JR_B.Spot_3373,0
1f838b54-c372-4b51-b398-6988377b2218___JR_B.Spot_8977,0
1fca0f2b-857b-4cef-9218-42b1bdd92d00___JR_B.Spot_8969,0
20531434-4064-4aeb-a839-d3bcfe0ecb3e___NREC_B.Spot_9104,0
208c40d0-cdd9-4988-a03a-22755febfafb___JR_B.Spot_8908,0
20a9aed4-ba56-413d-b88d-f4491cf184b3___JR_B.Spot_3265,0
21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot_3230,0
21f7119e-d926-4be3-9ace-d6b26b280e64___JR_B.Spot_8837,0
221f63bc-0c34-446b-b58f-bd47917f6838___JR_B.Spot_9077,0
2254cc78-9169-4f14-9ab9-d9d3949a5f69___JR_B.Spot_3295,0
22a8af9b-34c3-447d-bd82-559f7d2206af___JR_B.Spot_3289,0
22d71c45-e246-4210-bf3a-a0ce5eeacfb5___JR_B.Spot_8888,0
22fff6df-23e0-4160-b9d8-166168d03147___NREC_B.Spot_9117,0
234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot_3174,0
23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot_8962,0
2414f9df-91fd-4aed-b772-bd6b5311eb0b___JR_B.Spot_3141,0
2433614e-78d3-45ae-b719-59efb0397572___JR_B.Spot_8966,0
243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot_8909,0
24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot_9166,0
25d9d63d-08f1-45de-be1a-83ec25160b75___NREC_B.Spot_1919,0
260e0075-466d-4aa2-8ad6-825cce898cdb___JR_B.Spot_9065,0
261bcab9-0dc9-4146-bd6b-7305732922d0___JR_B.Spot_9055,0
264753e7-97b9-4f1e-a1c2-a9239eb691b9___JR_B.Spot_8866,0
2679d7e8-de91-4864-8123-d5652069232e___JR_B.Spot_3375,0
26ca895f-8155-4d26-a0ac-7e04a7487832___NREC_B.Spot_9222,0
26ff38eb-796d-48db-a28a-09bbee4fe3e0___NREC_B.Spot_9111,0
2700e5b5-295c-4378-b829-0e5989864380___NREC_B.Spot_9091,0
27388bbc-c768-427c-94d4-c195af364507___JR_B.Spot_8935,0
276e68d4-8a80-4260-a47d-da9eb588bb7b___JR_B.Spot_3319,0
28462e1b-741c-4949-884f-e5c35375dab4___JR_B.Spot_3111,0
284b0fae-ce3c-43e7-acc6-e9a22bd6eb6f___JR_B.Spot_9074,0
286c3d56-edde-4185-89f2-048ee0e7d6aa___JR_B.Spot_3287,0
28b0cad6-b695-4e4b-9cd1-27f2e43647e7___JR_B.Spot_9071,0
28c448aa-4d2c-4a96-baf0-e7ed99ae2495___JR_B.Spot_3385,0
28cb6224-3cd7-4336-aeaa-a864141d0d98___JR_B.Spot_8910,0
28f23e77-e556-40c8-8bc2-835227732de2___JR_B.Spot_8848,0
292d6666-67ca-4c4f-91e9-b7313fdd523c___NREC_B.Spot_9130,0
29896da5-a228-4e67-8d23-930c40ebb03b___JR_B.Spot_8920,0
2a8a3b2f-d65a-416b-a251-63bb89f448c3___JR_B.Spot_3322,0
2adcf097-e515-49f1-9716-c0d06d8b52b4___NREC_B.Spot_1933,0
2b562d10-5ccf-4f20-aadc-2e1480bd303e___JR_B.Spot_3256,0
2b710a19-f4cd-4bcf-afbf-e48face96045___NREC_B.Spot_1931,0
2b8c82d0-2e5d-483a-93eb-53192fa486c9___NREC_B.Spot_1858,0
2bb75692-d488-406d-bce0-c7eab42557c5___NREC_B.Spot_1922,0
2becae93-578d-44c6-8e74-056e59d15c8e___JR_B.Spot_3396,0
2c13c040-2ce6-47c5-899c-8146cd774f79___NREC_B.Spot_1976,0
2c4a898a-9812-423b-bd8a-419a09699270___JR_B.Spot_8853,0
2c8e565d-14be-4cbe-8873-2aa25a86b98c___JR_B.Spot_8903,0
2ca511f9-951d-4f34-89af-25fd1a609584___NREC_B.Spot_9138,0
2cdea224-6f10-4a3d-a3f1-1debd1a42640___JR_B.Spot_8926,0
2d553272-2101-4d56-9819-9f08de938418___NREC_B.Spot_9087,0
2d5def2a-c79d-444e-88be-a5961c9107d0___JR_B.Spot_3249,0
2d7488fa-f033-4c1c-bc1f-b70f86406127___NREC_B.Spot_1800,0
2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot_3342,0
2def1cb7-36cf-4aed-a8e5-ad7864721a44___JR_B.Spot_8915,0
2e400707-ea59-4355-889a-32d5e56c1e1c___NREC_B.Spot_1936,0
2edf5fe8-706b-4ce7-8b59-dc6bfa4b6b42___JR_B.Spot_8823,0
2f26c2e1-a13d-41c9-9adf-51fb0ad99785___NREC_B.Spot_1849,0
2f9b46c7-fa77-4196-9ed1-f3f316182340___JR_B.Spot_8943,0
2fd2f664-70aa-40d6-b770-bb839944ce18___JR_B.Spot_3261,0
301b41f3-647f-4bd2-9adb-ef98c8b8c238___JR_B.Spot_3399,0
3042800d-559d-4250-bb62-23c346259685___NREC_B.Spot_1980,0
30559581-e3ea-4ac4-8e8b-ff8bbc44b014___JR_B.Spot_8832,0
307ade58-8297-4ca9-b412-7ab20f837dc3___NREC_B.Spot_1861,0
30956fb2-aec3-4e1d-bc10-ead8d1bd9c03___NREC_B.Spot_1835,0
311c06b4-36e7-4fc7-840d-2f3f86d28ea5___JR_B.Spot_3350,0
313665a9-0f55-4f00-9373-74bf7349e6a6___NREC_B.Spot_1982,0
313c8e04-9195-4b11-9f63-72ce704f78f3___NREC_B.Spot_9245,0
315668fd-452d-43c1-8a63-e3b4d3d634a7___JR_B.Spot_3097,0
31add1a3-eab6-4c9c-946f-d85d89297a0e___NREC_B.Spot_1842,0
3233e1db-99e9-4107-8711-c8b28a8bfda1___JR_B.Spot_3165,0
32927179-338a-4157-ab64-d5bea77834c1___JR_B.Spot_8933,0
3294ec88-cc8d-4e3a-af08-f2f9d7f4a73b___JR_B.Spot_3196,0
32bc632f-7dfc-4a3a-b25a-f71fba5b02b1___JR_B.Spot_8967,0
32cb493a-bfd1-48bf-b8eb-852ccaf7695b___JR_B.Spot_8873,0
32d3951c-8c10-4e8f-b35c-81f7de2513c7___JR_B.Spot_3112,0
3342ddb9-c0b2-44c1-90eb-035e207a5c8a___JR_B.Spot_3372,0
33763f26-1135-458f-8b2b-34897b8bb647___JR_B.Spot_3323,0
33941a5f-32df-4c22-956f-e6db538dac8d___JR_B.Spot_3344,0
33952a4a-ef41-4eff-9a2a-35bbea1b6686___JR_B.Spot_3200,0
33af0ec5-80ce-4e3c-ba72-42959820f651___JR_B.Spot_8996,0
33f79c51-bc4b-46dc-bb41-7f84070dde74___JR_B.Spot_3122,0
34a38a87-b06b-4a69-b0d0-9dade7f3c2ea___NREC_B.Spot_1978,0
34b6c910-b4aa-416b-a89d-98f63be5055c___NREC_B.Spot_9201,0
356984ef-4342-4233-a2e6-3db044cbd4b2___JR_B.Spot_3147,0
357afd4d-f9d0-433b-8082-d9318a7f674a___NREC_B.Spot_9134,0
35833444-02ab-4d4a-a7b7-76757ef56e59___JR_B.Spot_8839,0
35a552c8-feba-4b4a-9aee-3833e8b1daea___NREC_B.Spot_9200,0
35b1d344-1bb9-4976-9ba2-de290dd167dd___NREC_B.Spot_9056,0
35ef7246-60e5-4bcc-bc1f-020eac1eacc2___JR_B.Spot_3298,0
3610f357-8b9f-4f98-8e7f-c4297daf3b20___NREC_B.Spot_1971,0
36223df9-bc20-4672-8938-6f1f60fb4a0e___NREC_B.Spot_1873,0
365ab78f-6a75-49ef-acb8-44b8b21fac2c___NREC_B.Spot_9159,0
36aa1467-175d-42d0-8da3-99e8ffd06fbe___NREC_B.Spot_1905,0
3700475e-b0b1-4b8b-90bd-374be22dbfd0___NREC_B.Spot_1860,0
376e68b6-818c-4ed5-97d2-ec9b0ac55bff___NREC_B.Spot_9102,0
377f30e6-bf06-41d6-885e-85bfe5146a9b___NREC_B.Spot_9072,0
378ed86f-f435-44e8-93b3-3e05aa569492___JR_B.Spot_8864,0
37e9bf3a-85da-4114-8e69-185498b9a9af___JR_B.Spot_3337,0
37fbacb5-ed9d-48f2-bf19-37656ff7c317___JR_B.Spot_3307,0
380d0458-2f1e-432c-8adf-614143cba968___JR_B.Spot_8980,0
384a0470-30f4-4f8a-bbc2-f2e2102b82dc___JR_B.Spot_3388,0
389480c3-0209-45e3-b3ee-2447b22de68f___JR_B.Spot_9016,0
38caf650-d4c8-483d-a75d-b20f12629563___JR_B.Spot_3161,0
39875cb8-3958-46b9-a9dc-f810f353af5a___JR_B.Spot_3321,0
39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot_9173,0
39d02156-2d42-4927-aab3-20dd59810f69___NREC_B.Spot_9075,0
3a03526d-0bf4-4898-9f0f-8a9c31afd3eb___JR_B.Spot_3380,0
3a041cb2-cd43-4fcf-8f84-f559d40f1bd8___JR_B.Spot_9101,0
3a56f122-0d06-45c2-bc2b-0636d42a7545___JR_B.Spot_9088,0
3af826c4-e8d8-472f-b4cf-d1a34bc2cd35___NREC_B.Spot_9051,0
3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot_9168,0
3b3fcf17-b337-4548-b27f-f2b501c035c0___NREC_B.Spot_1942,0
3b58322b-64c3-4354-8612-93a6f50a096e___JR_B.Spot_3291,0
3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot_8956,0
3bb93b52-4419-4882-9a35-0533f48757df___JR_B.Spot_3311,0
3bf80a4f-7a2b-4cdf-a93f-dfa12ddb4128___NREC_B.Spot_9233,0
3c237d3f-7242-4009-a08a-b4eb7cd662fc___NREC_B.Spot_1969,0
3cc682be-f9eb-4464-a385-7265d8871b03___NREC_B.Spot_1865,0
3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot_9041,0
3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot_3391,0
3d5f977b-126e-4c4b-b6c2-5d81a69cf2d0___JR_B.Spot_3220,0
3d6a3d51-8a9f-42ff-b4bf-299778c3e0a8___JR_B.Spot_3184,0
3d87a319-d032-4bac-9b6c-0160a23531b9___NREC_B.Spot_1853,0
3da16030-36bd-4866-826f-70945a9f8b60___JR_B.Spot_8934,0
3dcf00d5-a9c0-4920-8767-2355f3f85bc4___NREC_B.Spot_9218,0
3ddc56a6-7b13-43ae-841a-c6f6818d001b___JR_B.Spot_3190,0
3df25df9-50f7-4430-8853-0ab2d3ca2579___JR_B.Spot_9083,0
3e71a4e5-32e9-404e-815c-95208f7a79fd___JR_B.Spot_3258,0
3ecf6ae1-56d9-47c0-bedb-af7954dbc3c6___JR_B.Spot_8953,0
3f365db3-6af8-4113-97f1-1c8771cab676___NREC_B.Spot_1789,0
3f436076-8f23-46e8-a730-08bffac34ea4___JR_B.Spot_3379,0
3f4bec2b-fc05-4b3a-89aa-36960c25ecd1___JR_B.Spot_3207,0
3fdbfdf3-ae31-49eb-8012-04cb4d3fc051___NREC_B.Spot_1973,0
3ff12256-cb79-4a74-8c2f-2df51b31d646___NREC_B.Spot_9242,0
4040f0a8-b1e5-47e9-b8ad-521818bf8c52___NREC_B.Spot_9202,0
411c6355-117b-4762-80d9-d78556c4e9a1___NREC_B.Spot_1815,0
41410a16-32af-4080-92a7-fd2869d5b48d___JR_B.Spot_9085,0
418e8c33-046a-4056-99a6-83f20ba017fa___JR_B.Spot_3300,0
41b580cc-85f0-42c5-aafc-d640ab727081___JR_B.Spot_8950,0
41b84d9f-07b5-49a9-b928-b9be65ea5e3d___JR_B.Spot_3153,0
41c041c0-d17a-4be1-b2b8-a46a816fbda5___NREC_B.Spot_9192,0
41da62b7-c3af-4604-aaa5-c457356e04bd___JR_B.Spot_9034,0
41f3e9be-44a8-42b1-9654-8e7127bfc57e___JR_B.Spot_9048,0
41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot_3275,0
42268507-28e9-4fb2-bd74-a2afdb3eebfa___JR_B.Spot_3240,0
423247c0-70c3-4d41-b22f-33071ee36a7a___JR_B.Spot_3246,0
424602ec-36eb-425c-8bd9-73be3e544cf2___NREC_B.Spot_9251,0
42b527a8-b3a7-47ae-981b-91727cd2f7e5___JR_B.Spot_3306,0
42ec2c4f-8cb7-47b2-ba27-0950b0b18395___NREC_B.Spot_9143,0
42ef264d-f255-4674-885a-0921a0e7f649___JR_B.Spot_9022,0
4307f7a4-e666-40ee-a2b5-ff9c4e3e70e1___JR_B.Spot_3109,0
435993b8-c7f7-47fd-85ad-bdb04ab3e8bb___JR_B.Spot_8976,0
4396fc84-fea6-4cfd-a352-01241e44efda___NREC_B.Spot_1927,0
43aa27d3-3a37-4245-8b20-984512abfc6c___JR_B.Spot_3386,0
43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot_9033,0
4420dd15-6c5f-4631-b21e-7db8fa5bd405___JR_B.Spot_3290,0
442f9778-71fb-43c6-9b97-e11f6525a0f3___JR_B.Spot_3177,0
4434e395-4f3d-435d-9101-ece6be005fd6___JR_B.Spot_8928,0
447735c7-b650-4ef6-a53b-8fb661470de3___JR_B.Spot_3370,0
4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B.Spot_9082,0
44dd61ff-4a53-4657-8340-4bd56d8d5dae___JR_B.Spot_8911,0
45820fd3-e954-4baf-85cb-23175212dc0d___JR_B.Spot_8844,0
4591498b-f2d2-4138-b603-8f734df28c1b___NREC_B.Spot_9063,0
45c9c618-5b71-4d9d-a08a-4bd3ceaa0be4___NREC_B.Spot_9178,0
45cfd1ee-052e-43ef-93ff-ae392eedd726___NREC_B.Spot_9084,0
45de9eff-47b2-4e93-941a-11eeedbefc4f___NREC_B.Spot_1945,0
4614ed01-e120-4ae9-8f13-028fa8297873___JR_B.Spot_8985,0
4617631e-a75a-4cd0-a1f5-c06ed41a182a___JR_B.Spot_3281,0
462d2266-b71d-4bd0-b1da-8bf71439f5cd___JR_B.Spot_3192,0
46372226-cfbe-4206-951b-93b8b411d2e7___JR_B.Spot_8890,0
46414704-3483-4a44-b786-6b8ee1814ed7___NREC_B.Spot_9133,0
4683ce17-7653-4718-95a5-7158f3094640___NREC_B.Spot_9196,0
4702d273-50d0-4b7c-b759-7ef62cdb441f___NREC_B.Spot_1828,0
475f941c-242c-42e1-9149-ace60e32b931___NREC_B.Spot_9208,0
4777008f-3144-44df-b230-e94725e711d2___NREC_B.Spot_1979,0
47773ddb-e400-4a5d-87ec-ce711044c31e___NREC_B.Spot_9235,0
47fbd17d-c078-4465-8816-c675abd9c850___JR_B.Spot_3185,0
48a7cf31-19e0-45ba-89c1-7887afa0bdd4___JR_B.Spot_9095,0
490afec2-acdf-4b61-b137-43d43285817c___JR_B.Spot_8949,0
4911efb7-feaf-4602-a028-68b77294c06f___JR_B.Spot_3255,0
4995d36f-321f-4f9e-82c8-9a0c78d1f266___NREC_B.Spot_9076,0
49df8e8e-ecbb-4a62-b417-16f662d67b09___JR_B.Spot_9042,0
4a18013a-dcd1-4974-b841-89c49b198a11___NREC_B.Spot_1984,0
4a1ba341-501b-4f74-879b-61a9e29a8f9a___NREC_B.Spot_9211,0
4aa16bda-c8f4-40b1-9f68-16bc936e6e9e___JR_B.Spot_3157,0
4b5d5cc8-6df9-4963-8e68-1aaf3e8f2363___JR_B.Spot_3358,0
4b70a1bf-7bee-41d1-b4ff-415307d6d1ca___NREC_B.Spot_1808,0
4bad40b0-af40-4deb-820c-edbcbb9ea372___NREC_B.Spot_1843,0
4bfd707f-94f4-442d-9dfc-8a96b51653d4___JR_B.Spot_3334,0
4c1f3e8b-4c85-4554-b1d7-25feca1f58b3___JR_B.Spot_3250,0
4c234632-b720-420d-934f-95b83f2dd59d___JR_B.Spot_3131,0
4c2444b0-9bf1-4672-a118-dbde778fdab0___JR_B.Spot_8937,0
4c34e3ed-523a-414d-b28d-52078277cb67___NREC_B.Spot_9174,0
4c664b0a-9ee7-48c2-aaf4-d54e34f5edd3___JR_B.Spot_9060,0
4c6a8199-896f-4cbf-8db4-3baa021a9e1c___NREC_B.Spot_9247,0
4cda1135-6cad-421b-9648-d00f9f3cd16f___JR_B.Spot_3304,0
4cf90b49-1b89-422e-84ae-2e2fcfc2fa02___JR_B.Spot_3362,0
4d035250-f831-438b-a583-d192cbb26a55___JR_B.Spot_3163,0
4d20e159-894a-4718-a9f8-e866e7c5a3d9___JR_B.Spot_9025,0
4d42924a-13e0-4e26-b131-2125e154c542___NREC_B.Spot_9220,0
4d9ffd2f-2740-42f0-9679-c00961ec8f71___NREC_B.Spot_9226,0
4e380ba7-b5dc-46e3-850e-b52a775378d0___NREC_B.Spot_9107,0
4eac0e27-27a7-49ad-80d7-6475aa904154___NREC_B.Spot_1896,0
4ed61fe2-848f-40a3-ba6d-e81b0564bfec___JR_B.Spot_8865,0
4f49f8c2-d091-40d0-b85c-db10099b3caa___NREC_B.Spot_9171,0
4f539b76-13f8-43ab-a630-0cc6b1461bc9___JR_B.Spot_3381,0
4fc91e77-fdbc-4041-a510-b267ebbc4bb9___NREC_B.Spot_9055,0
505ac655-cca9-479c-8a2f-35a01b9030cf___JR_B.Spot_8836,0
507d59c4-b6a3-4d94-bbfb-fd763b4033ad___JR_B.Spot_3223,0
50d0c9c6-94ad-46aa-a94f-5a595eb65998___NREC_B.Spot_1946,0
50e6a99b-97a6-4f91-bb0d-b82e11e3f482___NREC_B.Spot_9195,0
